youtube_id,row_id,timestamp_ms,class_id,class_name,object_id,object_presence,xmin,xmax,ymin,ymax
7mJTMFeF8Ww,5223014,28000,0,person,0,present,0.591,0.726,0.18,0.6483333
7pIhao_4-Fw,5226725,0,0,person,0,present,0.183,0.26,0.37666667,0.685
7q8fyixW-fg,5229068,118000,11,motorcycle,0,present,0.248,0.326,0.365,0.53
7r6zE6KTQv0,5230675,13000,0,person,0,uncertain,-1.0,-1.0,-1.0,-1.0
7rVStq2zJX8,5230071,0,21,umbrella,0,present,0.524,1.0,0.2,0.805
7rvkwsjPUHU,5230449,43000,0,person,0,present,0.371,0.516,0.22,0.63166666
7th0mu-lsU0,5232615,0,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
7vuSqoyZpYI,5235327,13000,20,elephant,0,present,0.0,0.765,0.7416666999999999,1.0
7xO2bP66Kyk,5237769,13000,0,person,0,present,0.599,0.6629999999999999,0.46333334,0.735
7xVGw9nGgRM,5237862,28000,16,truck,0,present,0.462,0.9,0.09166667,0.78
84InQ3_SSA0,5335762,73000,19,dog,0,present,0.22,0.374,0.345,0.49
85giD4FDwZw,5337832,0,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
860PgEde7qg,5339839,148000,11,motorcycle,0,present,0.383,0.419,0.38166666,0.43833333
8BIjnm2OhcQ,5259493,10000,15,train,0,absent,-1.0,-1.0,-1.0,-1.0
8Fa34l1T_M4,5266493,223000,4,bus,0,absent,-1.0,-1.0,-1.0,-1.0
8FhyV-m7iDk,5266757,13000,0,person,0,present,0.39,0.429,0.28666666,0.39666668
8J4cCfc4Avc,5272782,43000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
8KwwAgQOJpw,5273644,58000,1,bird,0,present,0.5379999999999999,0.637,0.27666667,0.57666665
8L9DHufuTao,5275485,0,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
8NebclfG2Kc,5277204,28000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
8NpbfBe1vtE,5277408,59000,0,person,0,present,0.289,0.4370000000000001,0.27333334,0.78833336
8OKQRl5zvao,5277991,148000,0,person,0,present,0.763,0.945,0.145,0.875
8PxBBrQbCeE,5279668,283000,11,motorcycle,0,present,0.263,0.3670000000000001,0.60333335,0.82166666
8QQcvHAjcIA,5280320,0,0,person,0,present,0.386,0.561,0.155,0.5683333
8S1rbA34FKA,5283538,28000,0,person,1,present,0.536,0.7290000000000001,0.45,0.92333335
8TOOSAN1UZQ,5284168,118000,11,motorcycle,0,present,0.631,0.867,0.08,0.43333334
8VQF9AVktDE,5286853,118000,0,person,0,present,0.151,0.206,0.34333333,0.47833332
8YApnfUxKsc,5290624,28000,21,umbrella,1,present,0.345,0.889,0.065,0.72333336
8__7VsmdY8Y,5346717,118000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
8dZUFkDYer4,5298378,0,0,person,0,present,0.593,0.736,0.09,0.63
8dmCDul3VjQ,5298614,88000,2,bicycle,0,present,0.399,0.701,0.37166667,0.7133333000000001
8icdhadUjQI,5304715,0,0,person,0,present,0.264,0.8220000000000001,0.21166667,1.0
8jabGQiFqwg,5306128,43000,3,boat,0,present,0.0,1.0,0.0,0.36666667
8mTZvVr8AXU,5310578,493000,0,person,0,present,0.0,0.496,0.0,1.0
8pletcA682M,5315322,13000,0,person,0,present,0.452,0.797,0.145,0.58166665
8rJ_OTPW5ZE,5318033,73000,0,person,0,present,0.34700000000000003,0.502,0.0,0.5933333000000001
8wDKi0EJHdI,5325053,28000,21,umbrella,0,absent,-1.0,-1.0,-1.0,-1.0
8ynhqWOQdeM,5328367,43000,0,person,0,present,0.36,0.467,0.31833333,0.69
90susYk5ILw,5419228,298000,20,elephant,0,present,0.224,0.9,0.24,0.71666664
91UUhN0_qDo,5419977,0,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
96DKSSXEy6c,5426305,253000,0,person,0,present,0.246,0.5720000000000001,0.0,0.47666666
9EEyD82P5wY,5352815,13000,16,truck,0,present,0.0,1.0,0.0,1.0
9FDNzaWoJVM,5354257,13000,0,person,0,present,0.388,0.55,0.255,0.66
9IgDGgcNxJo,5359407,13000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
9KrQ-u6Q6vo,5363230,43000,0,person,0,present,0.569,0.755,0.375,0.73
9MzOUzhMc_A,5365413,13000,0,person,0,present,0.665,1.0,0.0,0.9483333
9NxMkXBWqGw,5366335,0,0,person,0,present,0.0,0.12,0.36833334,0.59
9P4xSFena6M,5368983,0,0,person,0,present,0.434,0.581,0.071666665,0.595
9Uhl_A7fr10,5374985,0,0,person,0,present,0.6459999999999999,1.0,0.07833333,0.73
9VMbIst5d_c,5376180,0,11,motorcycle,0,present,0.104,0.777,0.8333333,1.0
9Wh3dFhHQM8,5378595,0,4,bus,0,absent,-1.0,-1.0,-1.0,-1.0
9ZF3tpr5zD0,5382418,418000,11,motorcycle,0,present,0.465,0.487,0.405,0.45333335
9ZZJ1a933Uo,5382887,43000,16,truck,0,present,0.617,0.6679999999999999,0.44666666,0.58
9b-ShJMQORE,5386370,103000,0,person,0,present,0.49,0.643,0.365,0.81333333
9dK_D3Z6syk,5388135,13000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
9gJMpaY6P78,5391778,13000,0,person,0,present,0.429,0.7090000000000001,0.185,0.77
9hGZhOYWie0,5392956,88000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
9hd8U7EA3sU,5393524,0,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
9kwz46drsl4,5397441,0,0,person,0,present,0.011,0.28600000000000003,0.125,1.0
9mTN3FCpyFM,5399277,73000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
9t5B6JE2EHI,5408752,13000,11,motorcycle,0,absent,-1.0,-1.0,-1.0,-1.0
9tPBiR5KjKc,5407887,13000,0,person,0,present,0.755,0.935,0.265,0.865
9u71vby6oLI,5410816,27000,0,person,0,present,0.6679999999999999,0.747,0.41,0.69
9wRNWc1-eDU,5412948,0,0,person,0,present,0.505,0.7,0.30166668,0.73
9xy5oZyvL1c,5415132,0,0,person,0,present,0.525,0.693,0.41666666,0.9633333
9xz5u9Rp8ZY,5415297,58000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
9yNxKD-hzj8,5415857,0,2,bicycle,0,present,0.774,0.848,0.45166665,0.615
A-Y3nMU4Bcs,155628,0,0,person,0,present,0.304,0.3720000000000001,0.28666666,0.55
A1iwYURuAHY,144398,0,0,person,0,present,0.467,0.868,0.06666667,0.88666666
A2QSSAuH7j8,145216,13000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
A3arfCXlRcI,146548,0,0,person,0,present,0.6829999999999999,0.815,0.29666665,0.6383333000000001
A5GYjDSMI40,148742,58000,0,person,0,present,0.398,0.541,0.40666667,0.825
A6GFjvc9R1g,150153,43000,11,motorcycle,1,absent,-1.0,-1.0,-1.0,-1.0
AAgDWA_9EQs,861,13000,0,person,0,present,0.434,0.7340000000000001,0.0,1.0
ACF-2UZ0hRM,2728,13000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
ACPSFgEnq-U,3030,28000,0,person,0,present,0.5579999999999999,0.5870000000000001,0.42833334,0.49
ACiNZsAvVTE,3433,28000,0,person,0,present,0.583,0.701,0.405,0.685
AI84gucG5AI,23251,45000,4,bus,0,present,0.003,0.635,0.21166667,0.58
AJ0YaA9nKGc,24573,0,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
AKTr2myXfgA,25433,0,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
AKViB9azB2o,25523,0,19,dog,0,present,0.0,0.51,0.5833333,1.0
AN_PiGOkS_I,30407,13000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
ANyraGmO5ws,30205,163000,0,person,0,uncertain,-1.0,-1.0,-1.0,-1.0
AOgK3wX3L7o,30910,0,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
APUJOatmTxw,32582,0,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
AQTk87BXkxk,33641,0,0,person,0,present,0.244,0.653,0.026666667,0.505
AROrQJq2sWY,35061,13000,0,person,0,present,0.0,0.763,0.0,1.0
AVH8yVX3E1A,39292,463000,1,bird,0,absent,-1.0,-1.0,-1.0,-1.0
AXB4hYQKqUw,81825,0,0,person,0,present,0.468,0.564,0.34666666,0.49
AZouBTtQrtM,85253,88000,0,person,0,present,0.462,0.513,0.22,0.46666667
AbRnzYdUXAA,87290,29000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
Acwn3nYxYQc,89397,13000,0,person,0,present,0.535,0.6859999999999999,0.28833333,0.76666665
AdrvEt55e6A,90440,0,0,person,0,present,0.321,0.868,0.0,1.0
AeflYi3Sxss,91820,88000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
AlV9ZieaSIA,122096,0,0,person,0,present,0.826,1.0,0.0,0.5233333
AlxHvbS6NeQ,122610,43000,11,motorcycle,1,present,0.304,0.805,0.18333334,0.76166666
Ao41OdTFY6w,126818,58000,0,person,0,present,0.334,0.662,0.0,0.88666666
ApCF4e6Dmoc,127005,268000,11,motorcycle,0,absent,-1.0,-1.0,-1.0,-1.0
Aq_n86sub5o,130365,235000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
Aqko6DwEqq4,129468,13000,0,person,0,present,0.07,0.201,0.31333333,0.715
AtKieG766oI,133391,73000,11,motorcycle,1,absent,-1.0,-1.0,-1.0,-1.0
AtQrA3p2vXo,133517,10000,11,motorcycle,0,present,0.265,0.645,0.25833333,0.6616666999999999
AugnPC3tdso,134891,298000,11,motorcycle,0,present,0.301,0.848,0.51166666,1.0
B0EZ9LIObGc,310903,28000,11,motorcycle,0,present,0.47,0.516,0.33833334,0.41666666
B12C84by_eA,313149,0,0,person,0,present,0.4270000000000001,0.481,0.44166666,0.605
B5H8N86Am8I,317783,13000,0,person,0,present,0.434,0.556,0.07,0.68333334
B7VzMSdr2CY,340353,0,0,person,0,present,0.198,0.499,0.026666667,0.94
BB1qf2MglrA,180300,28000,0,person,0,present,0.634,0.765,0.068333335,0.5083333
BDzXi4ukhN0,182916,73000,0,person,1,present,0.7240000000000001,0.7559999999999999,0.33166668,0.46
BER3Cz74g2g,183570,13000,15,train,0,present,0.334,1.0,0.27833334,1.0
BHhuiK8UdDM,188508,0,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
BHwV6PknCIU,188897,13000,0,person,0,present,0.598,0.67,0.19666667,0.33833334
BHyfaT-I__g,188992,388000,0,person,0,uncertain,-1.0,-1.0,-1.0,-1.0
BPX5EquoyCU,220118,0,11,motorcycle,0,present,0.486,0.542,0.365,0.485
BXWpPCCWyW0,230571,28000,0,person,0,present,0.598,0.6709999999999999,0.22833334,0.5083333
BZERyxrpvg4,232874,43000,0,person,0,present,0.3720000000000001,0.528,0.315,0.66833335
B_M6X41emhY,345540,0,0,person,0,present,0.56,0.6729999999999999,0.185,0.52
B_pQQMGj9Vo,346069,403000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
BbfOXQD21Ac,236794,58000,0,person,0,present,0.268,0.397,0.32333332,0.6166666999999999
Bd0ZEAEzttI,260406,28000,3,boat,0,absent,-1.0,-1.0,-1.0,-1.0
BdWV67L1QBo,259983,0,0,person,0,present,0.406,0.691,0.09166667,0.76
BkBnF1XJyNQ,268513,0,2,bicycle,0,present,0.087,0.6940000000000001,0.0,0.8933333000000001
BoNtUpvusGM,274397,59000,11,motorcycle,3,present,0.471,0.586,0.36833334,0.61
BqWJz0aLpfY,277557,0,2,bicycle,0,absent,-1.0,-1.0,-1.0,-1.0
Bv40QxL3mFY,304822,0,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
Bx_z_4bt8O4,308201,103000,0,person,0,present,0.439,0.602,0.325,0.905
C1SV8zN0vh4,481308,0,6,cow,0,present,0.31,1.0,0.23333333,1.0
C1mHuUEjl-k,481767,13000,11,motorcycle,0,absent,-1.0,-1.0,-1.0,-1.0
C2UE6oi5r-E,482881,58000,0,person,0,present,0.506,0.565,0.39666668,0.52166665
C5MJc2MZ20o,486918,88000,11,motorcycle,1,present,0.523,0.746,0.35666665,0.68
C6KnJa6dFec,488071,28000,3,boat,1,absent,-1.0,-1.0,-1.0,-1.0
C6nugYMDKFM,488856,13000,0,person,0,present,0.397,0.625,0.005,0.53333336
CAEqRvJLY-M,346566,0,0,person,0,present,0.359,0.556,0.265,0.6766667
CCGg17i4vMU,348812,0,0,person,0,present,0.871,1.0,0.0,0.5566667
CFD6d4OweGQ,353002,0,0,person,0,present,0.475,0.523,0.54833335,0.6383333000000001
CH-_pvq3am4,356628,43000,0,person,0,present,0.101,0.322,0.305,0.74833333
CHJFpAcH8NM,355463,58000,2,bicycle,8,absent,-1.0,-1.0,-1.0,-1.0
CK0o-pgp75M,380624,28000,16,truck,0,present,0.173,1.0,0.15,0.6433333000000001
CNiuz-9TxDo,383706,0,0,person,0,present,0.63,0.688,0.44666666,0.59166664
CPIwC0X_QQo,385843,103000,0,person,0,present,0.0,0.284,0.19166666,1.0
CPM3E4mnlQU,385960,298000,0,person,0,present,0.0,0.175,0.735,0.985
CQite5jXihw,388186,13000,0,person,1,present,0.0,0.108,0.51666665,0.97
CRKJuIXawjs,389375,103000,0,person,0,uncertain,-1.0,-1.0,-1.0,-1.0
CSBnYbN-fwQ,391183,28000,0,person,0,present,0.197,0.272,0.435,0.69666666
CUzrNlKejnA,395151,0,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
CZs9ibqt2Jk,422273,0,0,person,0,present,0.615,0.797,0.345,0.67
CcQSs754rag,425734,0,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
Cft2VDsPCp4,431069,13000,1,bird,0,present,0.6809999999999999,0.862,0.525,0.78833336
Cii4e5rhh7M,434441,0,0,person,0,present,0.233,0.333,0.27666667,0.50333333
CilRWTfS8e4,434475,0,0,person,0,present,0.009000000000000001,0.386,0.10666667,1.0
CjaKHYoq8LY,435489,13000,11,motorcycle,0,absent,-1.0,-1.0,-1.0,-1.0
ClThYmJmv2w,438322,13000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
Cn0UKsWocEI,462718,0,20,elephant,0,present,0.609,0.877,0.275,0.78333336
CpxxxHYsJy8,465285,73000,11,motorcycle,3,present,0.0,1.0,0.05,1.0
CtxK3wGlqx0,471035,28000,0,person,1,present,0.451,0.721,0.0,0.86833334
CuheEHKqgdE,472149,0,11,motorcycle,0,present,0.0,0.935,0.42333335,1.0
CvSSo1W5PiI,472980,13000,6,cow,0,present,0.0,0.321,0.22833334,1.0
CwSMhEavv3M,474284,43000,0,person,0,present,0.223,0.46,0.195,0.585
Cxa5BxI3WgQ,476072,13000,0,person,0,present,0.6409999999999999,0.87,0.035,0.57666665
CzCHCuTo-cM,478483,0,11,motorcycle,0,present,0.349,0.386,0.39333335,0.47
D-XeSHs7MYE,681253,0,15,train,0,absent,-1.0,-1.0,-1.0,-1.0
D26W4hmKnbY,650662,13000,0,person,0,present,0.28,0.3720000000000001,0.15833333,0.54833335
D8dHcNVQZlc,678467,0,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
D8jjL3aalzk,678616,0,0,person,0,present,0.145,0.328,0.07666667,0.8183333
D8pdqJDxBUc,678765,88000,11,motorcycle,1,absent,-1.0,-1.0,-1.0,-1.0
DBmVOTuCJ8Q,497871,205000,0,person,0,present,0.598,1.0,0.0,0.605
DCTDrNmSL0A,518849,253000,0,person,0,present,0.289,0.339,0.385,0.68333334
DEVUyfQt_G0,521581,0,6,cow,0,present,0.219,0.5479999999999999,0.15833333,0.775
DFZE0ekmHps,522853,133000,4,bus,0,present,0.5589999999999999,0.968,0.11333334,0.655
DFxXUQ4GY_0,523326,13000,0,person,0,present,0.618,0.812,0.04,0.49833333
DGM9CDF3ks8,524056,43000,11,motorcycle,2,present,0.523,0.591,0.41833332,0.5683333
DJAWele4NSE,527666,58000,0,person,0,present,0.287,0.531,0.08666666599999999,0.61333334
DNTSCg8j-9E,534729,73000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
DPxbFkVQ-LE,537454,147000,4,bus,0,present,0.0,0.95,0.05,0.5316666999999999
DQ1JjHOCWuE,559265,88000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
DQgRX9RuCN4,538520,133000,4,bus,0,present,0.398,1.0,0.18333334,0.68
DSoD6JJqYjI,561699,28000,0,person,0,present,0.006999999999999999,0.042,0.27,0.46166667
D_fMuGejJF0,682453,43000,3,boat,0,present,0.21600000000000005,0.468,0.425,0.55
Da3rypspYcw,572171,58000,11,motorcycle,1,absent,-1.0,-1.0,-1.0,-1.0
Df7L8uyJdSo,599192,0,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
DgwM5b-eKvc,600093,58000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
DiwcUwQxOBQ,602511,13000,11,motorcycle,1,present,0.001,0.833,0.29166666,0.99333334
DjMnoAbMiIU,603486,0,0,person,0,present,0.168,0.194,0.19,0.26833335
Dn3y4OKNL20,609752,28000,0,person,0,present,0.485,0.693,0.25333333,0.8016667
DnkUzsPqjE8,609355,13000,0,person,0,present,0.0,0.063,0.21666667,0.615
Dp4XaG6247k,613017,0,0,person,0,present,0.541,0.7959999999999999,0.1,0.76166666
Dun1go-knJA,639533,13000,11,motorcycle,0,present,0.472,0.5920000000000001,0.8666666999999999,1.0
DwHuaOyC2n8,641276,0,20,elephant,0,present,0.335,0.636,0.31,0.90166664
Dy5kD11Wnbk,645024,13000,0,person,0,present,0.383,0.429,0.26,0.39166668
DyQmlu4AB_k,644311,0,2,bicycle,0,present,0.136,0.928,0.0,1.0
E-gy-RtSe54,865325,118000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
E2SY-dU95Hs,835299,163000,0,person,0,present,0.0,1.0,0.5783333,1.0
E2XEKd6nZcU,835445,13000,0,person,0,present,0.8440000000000001,0.961,0.35,0.6716667
E2vfSxQTT74,835805,118000,0,person,0,present,0.698,0.939,0.49666667,1.0
EHft6kH6siE,693273,133000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
EJdJUArfCgA,696066,133000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
EKHjiYu4QHc,696904,28000,2,bicycle,1,present,0.0,0.194,0.75,1.0
EQSRGrqnmEw,745130,0,3,boat,0,present,0.113,0.916,0.11,0.70666665
EQi6RY3Bf_c,745597,0,0,person,0,present,0.489,0.537,0.45666668,0.5733333
ERev6rrd5XA,746668,13000,0,person,0,present,0.027000000000000003,0.494,0.445,1.0
ESVmTrkmlhg,747783,58000,11,motorcycle,1,present,0.06,0.8859999999999999,0.16666667,0.8666666999999999
ETtK9QlOy1c,749992,88000,0,person,1,present,0.185,0.555,0.0,0.90166664
EUtfoblvHn0,750970,28000,0,person,0,present,0.485,0.69,0.0,0.42833334
EVBHY1qGVos,751237,13000,0,person,0,present,0.514,0.5720000000000001,0.17,0.43166667
EVmgXbe4Rzc,751930,88000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
EXDDO7gLoL4,753823,28000,0,person,1,present,0.551,0.606,0.016666668,0.11
EXV9CHdvB_4,754374,0,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
EYdHDX_H-yY,755979,103000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
EdQoACtzHOw,781763,58000,0,person,0,present,0.476,0.555,0.42166665,0.64166665
Ee9FL71HZbY,784129,0,0,person,0,present,0.564,0.7170000000000001,0.28166667,0.785
EeFIESeJU90,782854,88000,0,person,0,present,0.758,0.795,0.355,0.49833333
EevqvVr8SwQ,783768,13000,0,person,0,present,0.278,0.341,0.4,0.54833335
EfzUojDQkFI,785430,13000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
Ejcx16HaSy4,790675,58000,0,person,0,present,0.202,0.23,0.43833333,0.5416667
EmJk7hDSzaM,794331,43000,0,person,0,present,0.5770000000000001,0.7509999999999999,0.028333334,0.555
Enid2QyWDbY,796161,0,0,person,0,present,0.34700000000000003,0.38,0.34166667,0.49
Ep67re43s3w,819618,103000,0,person,0,present,0.39,0.693,0.023333333,0.6983333
EpXc7T2PzFM,818985,118000,0,person,0,present,0.486,0.5870000000000001,0.28166667,0.5183333
Eqz6QKTwTSA,820733,28000,6,cow,0,absent,-1.0,-1.0,-1.0,-1.0
ErWUOje4g8Q,821376,0,11,motorcycle,0,present,0.768,0.835,0.33166668,0.39833334
EsfnZlOBueg,823001,28000,21,umbrella,0,present,0.046,0.647,0.0,0.6383333000000001
EuBzuUQGZOg,824656,0,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
ExPBVcERfwY,829107,13000,0,person,1,present,0.0,0.109,0.39833334,1.0
Exl9alp64lE,829708,118000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
ExqpcHBGBlw,829856,298000,0,person,0,present,0.096,0.274,0.36,1.0
Ey36TlCS4rQ,831609,0,0,person,0,present,0.456,0.705,0.33,0.865
F7e7ajnztP0,1006382,118000,0,person,0,present,0.391,0.485,0.28,0.6
F9CDUP_9LuU,1008520,73000,2,bicycle,0,absent,-1.0,-1.0,-1.0,-1.0
FB3REJQJIqo,869980,28000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
FClLRpdDi9A,870764,0,0,person,0,present,0.329,0.959,0.0016666667,1.0
FDJeltWrBl8,871298,0,20,elephant,0,absent,-1.0,-1.0,-1.0,-1.0
FGicL13npRI,875185,0,0,person,0,present,0.265,0.478,0.13,0.7266667
FHkRd5rMDr8,876778,253000,11,motorcycle,0,present,0.179,0.805,0.32833335,0.94166666
FKW550tO-gY,899975,88000,0,person,0,present,0.115,0.5660000000000001,0.13333334,1.0
FMOlRM-xmX8,902637,43000,0,person,0,present,0.123,0.7390000000000001,0.021666666,1.0
FNCMx4Aum_M,903339,73000,11,motorcycle,1,present,0.154,0.782,0.30666667,0.8933333000000001
FQB781u-5rI,906653,208000,19,dog,0,absent,-1.0,-1.0,-1.0,-1.0
FQnnRHyzLcE,907494,43000,3,boat,0,present,0.225,0.409,0.21666667,0.28666666
FSCpm1kxTIE,909269,28000,21,umbrella,0,present,0.0,0.556,0.11333334,1.0
FUaXax4VXaE,911759,313000,11,motorcycle,0,present,0.584,1.0,0.0,1.0
F_5MAbkY55Y,1011503,0,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
FbSIwV5iCGM,940383,0,4,bus,0,absent,-1.0,-1.0,-1.0,-1.0
Fcr8QldpSxw,942550,0,0,person,0,present,0.467,0.505,0.38666666,0.49666667
FcsUSybBaXI,942603,28000,0,person,0,present,0.12,0.6940000000000001,0.0,0.83
FmcXqRGn5mw,955260,0,11,motorcycle,0,absent,-1.0,-1.0,-1.0,-1.0
FmwTydc_vOw,955923,0,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
Fojc3vp_3bY,978705,11000,11,motorcycle,0,present,0.016,0.884,0.12833333,0.99833333
FpOm8b7Pi9Y,980121,0,0,person,0,present,0.021,0.227,0.21166667,1.0
Fq_XWuEBEzM,982151,58000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
FqwYBOcXgYM,981762,58000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
FrQSDwwPVp4,982697,0,0,person,0,present,0.642,1.0,0.27,1.0
FrmpnoFw-PM,983313,43000,0,person,0,uncertain,-1.0,-1.0,-1.0,-1.0
Fslf3Ve1yCA,984657,193000,0,person,0,present,0.289,0.421,0.14,0.49
FtAgz58w2vs,985429,0,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
FzQy68C2BL4,994249,0,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
G3UzLusV5VY,1166991,163000,11,motorcycle,0,absent,-1.0,-1.0,-1.0,-1.0
G7p90FBQk_0,1173136,58000,16,truck,0,present,0.305,0.5870000000000001,0.30833334,0.70166665
G8XX8bkx6Ek,1174479,178000,0,person,0,present,0.335,0.395,0.30833334,0.50666666
GB0RUQ72TDU,1014282,433000,11,motorcycle,1,present,0.546,0.6729999999999999,0.17666666,0.48166665
GBhV-vm_cDs,1013809,103000,11,motorcycle,0,present,0.292,0.392,0.56333333,0.7683333000000001
GBrUSWhbMCU,1014111,58000,0,person,0,present,0.14,0.555,0.0,1.0
GG1nfLoydgQ,1041291,88000,11,motorcycle,4,absent,-1.0,-1.0,-1.0,-1.0
GGEpZo0TaFI,1040301,43000,11,motorcycle,0,present,0.0,1.0,0.0,1.0
GItE5rGj_-g,1043462,0,0,person,0,present,0.733,0.923,0.245,0.62666667
GLlB_ojAINI,1047180,0,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
GNvEs3KBgRw,1049647,13000,0,person,0,present,0.188,0.295,0.23666666,0.645
GOfAJexcvDI,1050666,13000,0,person,0,present,0.447,0.581,0.0033333334,0.44
GT4CKnmIvdQ,1057474,0,8,giraffe,0,absent,-1.0,-1.0,-1.0,-1.0
GWF2JHzZnuw,1080471,28000,0,person,0,present,0.28800000000000003,0.906,0.11333334,0.9766667
GWbcIHyyOkA,1080927,13000,0,person,0,present,0.477,0.594,0.24666667,0.79
GYuMuXQgLPI,1083927,0,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
GZdD5A6nhDE,1084901,163000,0,person,0,present,0.312,0.407,0.21166667,0.58666664
GbAYzBeR9TA,1087301,28000,0,person,0,present,0.474,0.5529999999999999,0.22333333,0.5183333
GbHLET097K8,1088448,0,3,boat,0,present,0.0,0.42,0.255,0.9216667
Ge8RWLzmrE0,1093557,118000,0,person,0,present,0.417,0.475,0.335,0.515
GfE_zzZ1nzQ,1093916,58000,0,person,0,present,0.243,0.4270000000000001,0.5,0.785
Gjgu3jUxaIs,1119587,0,0,person,0,present,0.598,0.7959999999999999,0.39,0.7783333
GmeGRg8XZ5M,1123937,28000,0,person,0,present,0.507,0.602,0.13833334,0.6483333
GqnpAsYETbE,1129119,0,0,person,0,present,0.691,0.883,0.0,0.83
Gqw0SWj6lvE,1129265,13000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
GtZQ4FNOguI,1132961,43000,11,motorcycle,1,present,0.09,0.843,0.13333334,0.68833333
Gw2Nq1mrk9Y,1138406,103000,0,person,0,present,0.6729999999999999,0.809,0.23333333,0.7266667
GyhX2tnvXoo,1160146,0,16,truck,0,present,0.149,1.0,0.145,0.9766667
H1EeJKMcYy0,1311550,0,0,person,0,uncertain,-1.0,-1.0,-1.0,-1.0
H2iTxNLOK1Q,1313435,58000,11,motorcycle,2,absent,-1.0,-1.0,-1.0,-1.0
H3LdxxAd1hI,1314264,88000,20,elephant,2,absent,-1.0,-1.0,-1.0,-1.0
H9eutGBn3zw,1342529,0,11,motorcycle,0,present,0.233,0.35700000000000004,0.40166667,0.70666665
HCx5wda_Imk,1202652,0,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
HF86nN1C6-Y,1206847,73000,0,person,0,present,0.836,0.88,0.27333334,0.4
HG3pQjFWp0c,1208091,28000,0,person,0,present,0.0,0.106,0.21666667,0.765
HIVo1u6dC58,1210272,28000,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
HL9F68y-0kY,1215515,43000,0,person,5,present,0.385,0.464,0.25666666,0.645
HMSVJZA1Ysg,1216452,0,0,person,0,present,0.516,1.0,0.37666667,1.0
HN1sktyiZC4,1239073,43000,11,motorcycle,0,present,0.29100000000000004,0.691,0.295,0.685
HNeVOXPyunw,1218340,0,0,person,0,absent,-1.0,-1.0,-1.0,-1.0
HO6yeFgs7Hs,1240757,43000,2,bicycle,2,absent,-1.0,-1.0,-1.0,-1.0
HQIU44u7S6M,1242625,13000,3,boat,0,present,0.0,0.462,0.1,0.44166666
HQfFvJ1H3I4,1242979,43000,13,airplane,0,present,0.574,1.0,0.37166667,0.74
